bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	id	name2	cdsStartStat	cdsEndStat	exonFrames
1598	NM_175057	chr6	+	132538287	132539336	132901121	132902168	1	132901119,	132902168,	0	TAAR9	cmpl	cmpl	0,
1599	NM_053278	chr6	+	132552692	132553721	132915524	132916553	1	132915524,	132916553,	0	TAAR8	cmpl	cmpl	0,
1599	NM_175067	chr6	+	132570321	132571359	132933153	132934191	1	132933153,	132934191,	0	TAAR6	cmpl	cmpl	0,
1599	NM_003967	chr6	-	132588591	132589738	132951504	132952518	1	132951423,	132952570,	0	TAAR5	cmpl	cmpl	0,
1599	NM_014626	chr6	-	132617149	132618093	132979981	132980902	1	132979981,	132980925,	0	TAAR2	cmpl	cmpl	0,
1599	NM_001033080	chr6	-	132617149	132624275	132979981	132987107	2	132979981,132987047,	132980977,132987107,	0	TAAR2	cmpl	cmpl	0,0,
1599	NM_138327	chr6	-	132644983	132646003	133007815	133008835	1	133007815,	133008835,	0	TAAR1	cmpl	cmpl	0,
1600	NM_004666	chr6	-	132680859	132714055	133045971	133076867	7	133043691,133047166,133055054,133055855,133056821,133074540,133076657,	133046154,133047337,133055416,133056147,133057014,133074671,133076887,	0	VNN1	cmpl	cmpl	0,0,1,0,2,0,0,
1600	NM_001024460	chr6	-	132722786	132734764	133091801	133097524	7	133085618,133086565,133087437,133089553,133091572,133097084,133097311,	133085886,133086739,133087811,133089844,133091811,133097215,133097596,	0	VNN3	cmpl	cmpl	-1,-1,-1,-1,2,0,0,
1600	NM_018399	chr6	-	132722786	132734764	133089556	133097524	7	133085618,133086565,133087437,133089553,133091572,133097084,133097311,	133085886,133086739,133087811,133089844,133091765,133097215,133097596,	0	VNN3	cmpl	cmpl	-1,-1,-1,0,2,0,0,
1600	NM_078625	chr6	-	132722786	132734764	133094259	133097524	8	133085618,133086565,133087437,133089553,133091572,133094206,133097084,133097311,	133085886,133086739,133087811,133089844,133091811,133094359,133097215,133097596,	0	VNN3	cmpl	cmpl	-1,-1,-1,-1,-1,2,0,0,
1600	NM_004665	chr6	-	132743869	132757894	133107131	133120715	7	133106701,133112526,133113976,133115292,133118674,133120247,133120502,	133107323,133112697,133114350,133115581,133118867,133120378,133120726,	0	VNN2	cmpl	cmpl	0,0,1,0,2,0,0,
1600	NM_078488	chr6	-	132743869	132763459	133107131	133120556	8	133106701,133112526,133113976,133115292,133118674,133120247,133120502,133126214,	133107323,133112697,133114350,133115581,133118867,133120378,133120591,133126291,	0	VNN2	cmpl	cmpl	0,0,1,0,2,0,0,-1,
1600	NM_052831	chr6	-	132769367	132798608	133133101	133161288	14	133132199,133133721,133133867,133134963,133135824,133137053,133139159,133142099,133146764,133150265,133152595,133153008,133159813,133161245,	133133168,133133771,133133961,133135038,133135920,133137145,133139261,133142236,133146921,133150413,133152669,133153104,133159953,133161440,	0	C6orf192	cmpl	cmpl	2,0,2,2,2,0,0,1,0,2,0,0,1,0,
1601	NR_002434	chr6	+	132815306	132815379	133178211	133178211	1	133178138,	133178211,	0	SNORD101	unk	unk	-1,
1601	NR_002435	chr6	+	132816801	132816877	133179709	133179709	1	133179633,	133179709,	0	SNORD100	unk	unk	-1,
1601	NR_002436	chr6	+	132817218	132817351	133180183	133180183	1	133180050,	133180183,	0	SNORA33	unk	unk	-1,
1601	NM_001016	chr6	+	132814568	132817564	133177600	133180374	6	133177400,133177563,133177803,133179292,133179791,133180311,	133177445,133177614,133177920,133179395,133179893,133180396,	0	RPS12	cmpl	cmpl	-1,0,2,2,0,0,
1603	NR_026969	chr6	+	133088079	133106571	133469403	133469403	4	133450911,133459341,133462838,133468926,	133451409,133459395,133463016,133469403,	0	LOC285735	unk	unk	-1,-1,-1,-1,
200	NM_172103	chr6	+	133241356	133532120	133637611	133891636	19	133604187,133637546,133745222,133809460,133819386,133823944,133825165,133825451,133827609,133831396,133844293,133845862,133868936,133875551,133875708,133878151,133885886,133887984,133891555,	133604580,133637644,133745272,133809585,133819479,133824011,133825308,133825595,133827689,133831562,133844430,133845946,133869026,133875610,133875869,133878266,133886008,133888085,133894951,	0	EYA4	cmpl	cmpl	-1,0,0,2,1,1,2,1,1,0,1,0,0,0,2,1,2,1,0,
200	NM_172105	chr6	+	133241356	133532120	133637611	133891636	20	133604187,133637546,133745222,133809460,133810941,133819386,133823944,133825165,133825451,133827609,133831396,133844293,133845862,133868936,133875551,133875708,133878151,133885886,133887845,133891555,	133604580,133637644,133745272,133809585,133811010,133819479,133824011,133825308,133825595,133827689,133831562,133844430,133845946,133869026,133875610,133875869,133878266,133886008,133887946,133894951,	0	EYA4	cmpl	cmpl	-1,0,0,2,1,1,1,2,1,1,0,1,0,0,0,2,1,2,1,0,
200	NM_004100	chr6	+	133241356	133532120	133637611	133891636	20	133604187,133637546,133745222,133809460,133810941,133819386,133823944,133825165,133825451,133827609,133831396,133844293,133845862,133868936,133875551,133875708,133878151,133885886,133887984,133891555,	133604580,133637644,133745272,133809585,133811010,133819479,133824011,133825308,133825595,133827689,133831562,133844430,133845946,133869026,133875610,133875869,133878266,133886008,133888085,133894951,	0	EYA4	cmpl	cmpl	-1,0,0,2,1,1,1,2,1,1,0,1,0,0,0,2,1,2,1,0,
1608	NR_027029	chr6	+	133821146	133853992	134216823	134216823	3	134183977,134200423,134214027,	134184566,134200555,134216823,	0	MGC34034	unk	unk	-1,-1,-1,
1608	NR_027030	chr6	+	133821146	133853992	134216823	134216823	3	134183977,134200423,134214027,	134184566,134200555,134216823,	0	MGC34034	unk	unk	-1,-1,-1,
1609	NM_003206	chr6	+	133889121	133892253	134252228	134254633	2	134251952,134254543,	134252678,134255084,	0	TCF21	cmpl	cmpl	0,0,
1609	NM_198392	chr6	+	133889120	133895537	134252228	134254633	3	134251951,134254543,134255985,	134252678,134254641,134258368,	0	TCF21	cmpl	cmpl	0,0,-1,
201	NM_004865	chr6	+	133953162	133987491	134342956	134349871	7	134315993,134342912,134345398,134345647,134347206,134347407,134349791,	134316256,134343091,134345481,134345711,134347310,134347502,134350322,	0	TBPL1	cmpl	cmpl	-1,0,0,2,0,2,1,
1610	NM_145176	chr6	-	133987580	134052651	134353985	134415311	5	134350411,134364827,134369642,134391211,134415208,	134354139,134364960,134369765,134392552,134415482,	0	SLC2A12	cmpl	cmpl	2,1,1,1,0,
1611	NM_005627	chr6	-	134169245	134174896	134533098	134537638	12	134532076,134533656,134533853,134534467,134535023,134535492,134535853,134536104,134536292,134536835,134537341,134537562,	134533266,134533746,134534009,134534563,134535147,134535605,134535985,134536188,134536397,134536911,134537417,134537727,	0	SGK1	cmpl	cmpl	0,0,0,0,2,0,0,0,0,2,1,0,
1611	NM_001143678	chr6	-	134169246	134175932	134533098	134538492	12	134532077,134533656,134533853,134534467,134535023,134535492,134535853,134536104,134536292,134536835,134537341,134538374,	134533266,134533746,134534009,134534563,134535147,134535605,134535985,134536188,134536397,134536911,134537417,134538763,	0	SGK1	cmpl	cmpl	0,0,0,0,2,0,0,0,0,2,1,0,
1611	NM_001143677	chr6	-	134169246	134177872	134533098	134540653	12	134532077,134533656,134533853,134534467,134535023,134535492,134535853,134536104,134536292,134536835,134537341,134540493,	134533266,134533746,134534009,134534563,134535147,134535605,134535985,134536188,134536397,134536911,134537417,134540703,	0	SGK1	cmpl	cmpl	0,0,0,0,2,0,0,0,0,2,1,0,
201	NM_001143676	chr6	-	134169246	134318058	134533098	134680291	14	134532077,134533656,134533853,134534467,134535023,134535492,134535853,134536104,134536292,134536835,134537341,134570186,134624763,134680222,	134533266,134533746,134534009,134534563,134535147,134535605,134535985,134536188,134536397,134536911,134537417,134570262,134624979,134680889,	0	SGK1	cmpl	cmpl	0,0,0,0,2,0,0,0,0,2,1,0,0,0,
1617	NM_022568	chr6	-	134917389	134950106	135281245	135312884	7	135280220,135291884,135295606,135302096,135305239,135306649,135312746,	135281698,135292046,135295863,135302246,135305395,135306797,135312937,	0	ALDH8A1	cmpl	cmpl	0,0,1,1,1,0,0,
1617	NM_170771	chr6	-	134917389	134950106	135281245	135312884	6	135280220,135295606,135302096,135305239,135306649,135312746,	135281698,135295863,135302246,135305395,135306797,135312937,	0	ALDH8A1	cmpl	cmpl	0,1,1,1,0,0,
202	NM_006620	chr6	-	134960382	135054898	135328109	135417522	18	135323213,135329159,135332068,135341509,135342008,135345288,135348171,135348896,135349566,135350475,135356588,135359607,135360227,135365564,135402403,135404831,135413412,135417479,	135328121,135329304,135332169,135341618,135342099,135345393,135348240,135349014,135349641,135350622,135356706,135359773,135360487,135365673,135402598,135404957,135413478,135417729,	0	HBS1L	cmpl	cmpl	0,2,0,2,1,1,1,0,0,0,2,1,2,1,1,1,1,0,
202	NM_001145158	chr6	-	134960384	135054898	135328109	135417522	17	135323215,135329159,135332068,135341509,135342008,135345288,135348171,135348896,135349566,135350475,135356588,135359607,135360227,135365564,135402403,135413412,135417479,	135328121,135329304,135332169,135341618,135342099,135345393,135348240,135349014,135349641,135350622,135356706,135359773,135360487,135365673,135402598,135413478,135417729,	0	HBS1L	cmpl	cmpl	0,2,0,2,1,1,1,0,0,0,2,1,2,1,1,1,0,
1618	NM_001145207	chr6	-	135035856	135054898	135399388	135417522	5	135398687,135402403,135404831,135413412,135417479,	135400857,135402598,135404957,135413478,135417729,	0	HBS1L	cmpl	cmpl	1,1,1,1,0,
1619	NM_005375	chr6	+	135181314	135219172	135544344	135580811	15	135544145,135548733,135550664,135552621,135552957,135555154,135556668,135557186,135558578,135561738,135562915,135563120,135564469,135566047,135580694,	135544367,135548851,135550736,135552714,135553178,135555389,135556749,135557291,135558833,135561881,135563030,135563246,135564580,135566155,135582003,	0	MYB	cmpl	cmpl	0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,
1619	NM_001130173	chr6	+	135181314	135219173	135544344	135580811	16	135544145,135548733,135550664,135552621,135552957,135555154,135556668,135557186,135558578,135559791,135561738,135562915,135563120,135564469,135566047,135580694,	135544367,135548851,135550736,135552714,135553178,135555389,135556749,135557291,135558833,135560154,135561881,135563030,135563246,135564580,135566155,135582004,	0	MYB	cmpl	cmpl	0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,
1619	NM_001130172	chr6	+	135181314	135219173	135544344	135580811	15	135544145,135548733,135550664,135552621,135552957,135555154,135556668,135557186,135558578,135561738,135562915,135563120,135564469,135566047,135580694,	135544367,135548851,135550736,135552714,135553178,135555389,135556749,135557282,135558833,135561881,135563030,135563246,135564580,135566155,135582004,	0	MYB	cmpl	cmpl	0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,
202	NM_001134831	chr6	-	135283973	135497765	135648475	135855068	29	135646804,135653253,135663330,135681349,135685992,135720962,135757606,135767781,135774178,135789997,135791459,135792712,135794038,135795857,135801205,135805412,135809838,135811120,135816171,135818564,135820324,135825955,135828644,135830411,135853453,135855058,135858644,135860018,135860413,	135648478,135653356,135663389,135681447,135686155,135721018,135757727,135767808,135774375,135790138,135791590,135792831,135794145,135796087,135801329,135805545,135809991,135811306,135816267,135818757,135820544,135826137,135829204,135830465,135853578,135855122,135858729,135860080,135860596,	0	AHI1	cmpl	cmpl	0,2,0,1,0,1,0,0,1,1,2,0,1,2,1,0,0,0,0,2,1,2,0,0,1,0,-1,-1,-1,
202	NM_001134830	chr6	-	135283973	135497765	135648475	135855068	27	135646804,135653253,135663330,135681349,135685992,135720962,135757606,135767781,135774178,135789997,135791459,135792712,135794038,135795857,135801205,135805412,135809838,135811120,135816171,135818564,135820324,135825955,135828644,135830411,135853453,135855058,135860413,	135648478,135653356,135663389,135681447,135686155,135721018,135757727,135767808,135774375,135790138,135791590,135792831,135794145,135796087,135801329,135805545,135809991,135811306,135816267,135818757,135820544,135826137,135829204,135830465,135853578,135855122,135860596,	0	AHI1	cmpl	cmpl	0,2,0,1,0,1,0,0,1,1,2,0,1,2,1,0,0,0,0,2,1,2,0,0,1,0,-1,
202	NM_017651	chr6	-	135283973	135497765	135648475	135855068	28	135646804,135653253,135663330,135681349,135685992,135720962,135757606,135767781,135774178,135789997,135791459,135792712,135794038,135795857,135801205,135805412,135809838,135811120,135816171,135818564,135820324,135825955,135828644,135830411,135853453,135855058,135860018,135860413,	135648478,135653356,135663389,135681447,135686155,135721018,135757727,135767808,135774375,135790138,135791590,135792831,135794145,135796087,135801329,135805545,135809991,135811306,135816267,135818757,135820544,135826137,135829204,135830465,135853578,135855122,135860080,135860596,	0	AHI1	cmpl	cmpl	0,2,0,1,0,1,0,0,1,1,2,0,1,2,1,0,0,0,0,2,1,2,0,0,1,0,-1,-1,
202	NM_001134832	chr6	-	135387784	135497765	135750811	135855068	23	135750615,135757606,135767781,135774178,135789997,135791459,135792712,135794038,135795857,135801205,135805412,135809838,135811120,135816171,135818564,135820324,135825955,135828644,135830411,135853453,135855058,135860018,135860413,	135750864,135757727,135767808,135774375,135790138,135791590,135792831,135794145,135796087,135801329,135805545,135809991,135811306,135816267,135818757,135820544,135826137,135829204,135830465,135853578,135855122,135860080,135860596,	0	AHI1	cmpl	cmpl	1,0,0,1,1,2,0,1,2,1,0,0,0,0,2,1,2,0,0,1,0,-1,-1,
202	NR_026805	chr6	+	135497800	135690837	136053668	136053668	4	135860631,136005023,136035124,136052453,	135860831,136005107,136035260,136053668,	0	C6orf217	unk	unk	-1,-1,-1,-1,
25	NM_018945	chr6	+	135851695	136195571	136214829	136554671	13	136214526,136310294,136471561,136510181,136511917,136513990,136516905,136518457,136536627,136541827,136544057,136549866,136554444,	136214850,136310355,136471645,136510333,136511981,136514086,136517006,136518589,136536719,136541972,136544154,136549947,136558402,	0	PDE7B	cmpl	cmpl	0,0,1,1,0,1,1,0,0,2,0,1,1,
1627	NM_138419	chr6	-	136231029	136250311	136594105	136611930	8	136593860,136596155,136602296,136604274,136605691,136607595,136611867,136613094,	136594219,136596330,136602651,136604507,136605804,136607700,136611984,136613142,	0	FAM54A	cmpl	cmpl	0,2,1,2,0,0,0,-1,
1627	NM_001099286	chr6	-	136231029	136250311	136594105	136611930	8	136593860,136596155,136602296,136604274,136605691,136607595,136611867,136612806,	136594219,136596330,136602651,136604507,136605804,136607700,136611984,136613142,	0	FAM54A	cmpl	cmpl	0,2,1,2,0,0,0,-1,
1627	NM_001077440	chr6	-	136256862	136289851	136623940	136642697	12	136619693,136624095,136630992,136632267,136634825,136635912,136638362,136638673,136640695,136642593,136645414,136652543,	136623946,136624308,136631170,136632443,136634910,136636018,136638532,136639339,136641601,136642707,136645518,136652682,	0	BCLAF1	cmpl	cmpl	0,0,2,0,2,1,2,2,2,0,-1,-1,
1627	NM_001077441	chr6	-	136256862	136289851	136623940	136642697	13	136619693,136624095,136629859,136630992,136632267,136634825,136635912,136638362,136638673,136640695,136642593,136645414,136652543,	136623946,136624308,136630006,136631170,136632443,136634910,136636018,136638532,136638820,136641607,136642707,136645518,136652682,	0	BCLAF1	cmpl	cmpl	0,0,0,2,0,2,1,2,2,2,0,-1,-1,
1627	NM_014739	chr6	-	136256862	136289851	136623940	136642697	13	136619693,136624095,136629859,136630992,136632267,136634825,136635912,136638362,136638673,136640695,136642593,136645414,136652543,	136623946,136624308,136630006,136631170,136632443,136634910,136636018,136638532,136639339,136641607,136642707,136645518,136652682,	0	BCLAF1	cmpl	cmpl	0,0,0,2,0,2,1,2,2,2,0,-1,-1,
203	NM_003980	chr6	-	136342733	136550654	136707058	136913239	18	136705564,136708686,136719522,136722650,136722811,136723527,136723835,136725280,136728565,136729157,136735331,136740585,136746501,136751223,136752184,136774450,136784531,136913172,	136707069,136708910,136719625,136722708,136722862,136723629,136724010,136725533,136728849,136729270,136735456,136740699,136746612,136751341,136752348,136774528,136784630,136913485,	0	MAP7	cmpl	cmpl	1,2,1,0,0,0,2,1,2,0,1,1,1,0,1,1,1,0,
203	NM_005923	chr6	-	136557048	136792518	136920588	137154988	30	136919879,136921630,136924363,136925333,136930461,136943131,136946385,136955003,136955267,136963852,136964632,136968039,136974112,136975950,136976989,136985678,137000155,137002373,137005350,137013814,137019137,137022049,137032113,137056970,137058781,137060049,137061319,137067940,137083280,137154540,	136920649,136921707,136924476,136925446,136930705,136943237,136946571,136955172,136955445,136963873,136964810,136968197,136974218,136976087,136977117,136985812,137000237,137002469,137005400,137013922,137019291,137022209,137032226,137057141,137058888,137060218,137061513,137067964,137083420,137155349,	0	MAP3K5	cmpl	cmpl	2,0,1,2,1,0,0,2,1,1,0,1,0,1,2,0,2,2,0,0,2,1,2,2,0,2,0,0,1,0,
203	NM_000288	chr6	+	136822563	136913933	137185496	137276357	10	137185394,137188044,137189149,137208445,137208903,137229457,137232720,137235028,137260972,137276288,	137185626,137188102,137189300,137208523,137209012,137229564,137232834,137235084,137261072,137276764,	0	PEX7	cmpl	cmpl	0,1,2,0,0,1,0,0,2,0,
1632	NM_001008783	chr6	+	136922263	136925638	137285259	137287527	2	137285094,137286715,	137285698,137288469,	0	SLC35D3	cmpl	cmpl	0,1,
25	NM_014432	chr6	-	136999970	137045161	137364387	137407558	7	137362800,137367450,137371428,137372146,137374103,137379797,137407470,	137365185,137367590,137371573,137372322,137374282,137379933,137407991,	0	IL20RA	cmpl	cmpl	0,1,0,1,2,1,0,
1634	NM_052962	chr6	-	137143819	137173648	137508453	137524579	7	137506649,137510551,137517770,137519588,137521176,137524518,137536242,	137508603,137510721,137517949,137519684,137521312,137524644,137536478,	0	IL22RA2	cmpl	cmpl	0,1,2,2,1,0,-1,
1634	NM_181310	chr6	-	137143819	137173648	137508586	137524579	5	137506649,137517770,137521176,137524518,137536242,	137508603,137517949,137521312,137524644,137536478,	0	IL22RA2	cmpl	cmpl	1,2,1,0,-1,
1634	NM_181309	chr6	-	137143819	137173648	137508453	137524579	6	137506649,137510551,137517770,137521176,137524518,137536242,	137508603,137510721,137517949,137521312,137524644,137536478,	0	IL22RA2	cmpl	cmpl	0,1,2,1,0,-1,
1634	NM_000416	chr6	-	137197483	137219430	137560860	137582157	7	137560313,137563710,137566328,137567161,137568965,137569792,137582072,	137561469,137563838,137566515,137567334,137569138,137569907,137582260,	0	IFNGR1	cmpl	cmpl	0,1,0,1,2,1,0,
1636	NM_175747	chr6	-	137492198	137494394	137856181	137857000	1	137855028,	137857224,	0	OLIG3	cmpl	cmpl	0,
1639	NM_006290	chr6	+	137867443	137883312	138234057	138244149	9	138230273,138234042,138237674,138238517,138238825,138239905,138241261,138242900,138243864,	138230324,138234352,138237865,138238665,138238996,138240086,138242181,138243082,138246142,	0	TNFAIP3	cmpl	cmpl	-1,0,1,0,1,1,2,1,0,
1641	NM_022121	chr6	-	138088505	138107523	138454871	138470170	3	138451335,138459183,138469956,	138455098,138459324,138470353,	0	PERP	cmpl	cmpl	1,1,0,
1642	NM_021635	chr6	-	138215989	138218490	138580817	138581225	1	138578819,	138581320,	0	PBOV1	cmpl	cmpl	0,
205	NM_020340	chr6	+	138162086	138338799	138524916	138699316	34	138524916,138533491,138569871,138572739,138592613,138601338,138605781,138608342,138616709,138618265,138624356,138625530,138641280,138642828,138648775,138649530,138649903,138652647,138654562,138656822,138659639,138661435,138670082,138671568,138674236,138676624,138680080,138682532,138683940,138686500,138686852,138690850,138696799,138699124,	138525001,138533543,138569953,138572871,138592682,138601461,138605824,138608421,138616814,138618599,138624469,138626441,138641447,138642994,138648883,138649746,138650014,138652798,138654883,138656956,138659785,138661615,138670227,138671691,138674340,138676769,138680209,138682709,138684055,138686603,138686984,138690972,138698018,138701629,	0	KIAA1244	cmpl	cmpl	0,1,2,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,2,2,1,0,0,1,1,0,1,1,1,2,0,0,2,0,
1643	NM_014320	chr6	+	138404198	138413445	138767325	138775908	4	138767028,138767974,138768800,138775709,	138767427,138768110,138768981,138776275,	0	HEBP2	cmpl	cmpl	0,0,1,2,
205	NM_001144060	chr6	-	138422043	138499442	138786910	138862120	8	138784873,138792540,138793222,138804812,138809830,138836135,138859048,138862062,	138787646,138792673,138796510,138804944,138810023,138836263,138859201,138862272,	0	NHSL1	cmpl	cmpl	2,1,1,1,0,1,1,0,
1646	NM_015439	chr6	+	138773519	138793319	139136504	139155633	6	139136349,139138908,139142651,139148056,139151195,139155578,	139136732,139139108,139142815,139148211,139151218,139156149,	0	CCDC28A	cmpl	cmpl	0,0,2,1,0,2,
205	NM_001077706	chr6	+	138813171	138904070	139176104	139265457	20	139176001,139177320,139201181,139205808,139207241,139209368,139212098,139216855,139225456,139227825,139230932,139239301,139243786,139245553,139248335,139248503,139249686,139251772,139263777,139265329,	139176170,139177433,139201344,139206061,139207410,139209507,139212264,139216984,139225549,139228008,139231036,139239388,139244001,139245701,139248409,139248660,139249752,139251861,139263950,139266900,	0	ECT2L	cmpl	cmpl	0,0,2,0,1,2,0,1,1,1,1,0,0,2,0,2,0,0,2,1,
205	NM_001128617	chr6	-	138904482	138988261	139267893	139350512	19	139267312,139270324,139271497,139274105,139275594,139277526,139278687,139280384,139283044,139283866,139292806,139304164,139306342,139306682,139307327,139308048,139308330,139310619,139350359,	139267962,139270430,139271646,139274201,139275780,139277591,139278806,139280457,139283146,139283954,139292928,139304319,139306406,139306845,139307452,139308202,139308527,139310743,139351091,	0	REPS1	cmpl	cmpl	0,2,0,0,0,1,2,1,1,0,1,2,1,0,1,0,1,0,0,
205	NM_031922	chr6	-	138904482	138988261	139267893	139350512	20	139267312,139270324,139271497,139274105,139275594,139277526,139278687,139280384,139283044,139283866,139289230,139292806,139304164,139306342,139306682,139307327,139308048,139308330,139310619,139350359,	139267962,139270430,139271646,139274201,139275780,139277591,139278806,139280454,139283146,139283954,139289311,139292928,139304319,139306406,139306845,139307452,139308202,139308527,139310743,139351091,	0	REPS1	cmpl	cmpl	0,2,0,0,0,1,2,1,1,0,0,1,2,1,0,1,0,1,0,0,
1648	NM_021243	chr6	+	139028681	139043302	139396990	139405733	3	139391511,139396984,139405548,	139391705,139397051,139406132,	0	C6orf115	cmpl	cmpl	-1,0,1,
1649	NM_016217	chr6	+	139135111	139180809	139498226	139539935	4	139497941,139529113,139537214,139539770,	139498497,139530154,139537369,139543639,	0	HECA	cmpl	cmpl	0,1,1,0,
1650	NM_153235	chr6	-	139240063	139292071	139605355	139651729	10	139602893,139607424,139610646,139618393,139623147,139625408,139633285,139639659,139651301,139654750,	139606144,139607520,139610739,139618468,139623267,139625603,139633456,139639747,139651743,139654901,	0	TXLNB	cmpl	cmpl	0,0,0,0,0,0,0,2,0,-1,
1651	NM_006079	chr6	-	139372259	139374648	139735961	139736774	2	139735089,139737242,	139736782,139737478,	0	CITED2	cmpl	cmpl	0,-1,
1671	NM_002511	chr6	-	142075607	142088799	142438477	142451488	3	142438437,142441384,142451066,	142438879,142441733,142451629,	0	NMBR	cmpl	cmpl	0,2,0,
1672	NM_016485	chr6	+	142147272	142220948	142510117	142581473	8	142510102,142529057,142532379,142533175,142552255,142561268,142566814,142581327,	142510229,142529152,142532507,142533251,142552364,142561445,142566895,142583778,	0	VTA1	cmpl	cmpl	0,1,0,2,0,1,1,1,
209	NM_001032395	chr6	+	142301918	142446266	142665159	142806345	24	142664748,142672373,142730398,142732999,142744780,142753087,142755777,142756725,142760442,142763314,142764823,142765449,142766631,142768517,142770979,142772703,142774134,142777798,142778625,142780102,142782650,142800263,142801041,142806166,	142665161,142672474,142730740,142733623,142744849,142753173,142755830,142756788,142760585,142763426,142764888,142765660,142766803,142768658,142771099,142772749,142774241,142777926,142778894,142780199,142782934,142800365,142801194,142809096,	0	GPR126	cmpl	cmpl	0,2,1,1,1,1,0,2,2,1,2,1,2,0,0,0,1,0,2,1,2,1,1,1,
209	NM_198569	chr6	+	142301918	142446266	142665159	142806345	25	142664748,142672373,142730398,142732999,142744780,142746589,142753087,142755777,142756725,142760442,142763314,142764823,142765449,142766631,142768517,142770979,142772703,142774134,142777798,142778625,142780102,142782650,142800263,142801041,142806166,	142665161,142672474,142730740,142733623,142744849,142746673,142753173,142755830,142756788,142760585,142763426,142764888,142765660,142766803,142768658,142771099,142772749,142774241,142777926,142778894,142780199,142782934,142800365,142801194,142809096,	0	GPR126	cmpl	cmpl	0,2,1,1,1,1,1,0,2,2,1,2,1,2,0,0,0,1,0,2,1,2,1,1,1,
209	NM_001032394	chr6	+	142301918	142446266	142665159	142806212	25	142664748,142672373,142730398,142732999,142744780,142753087,142755777,142756725,142760442,142763314,142764823,142765449,142766631,142768517,142770979,142772703,142774134,142777798,142778625,142780102,142782650,142800263,142801041,142803737,142806166,	142665161,142672474,142730740,142733623,142744849,142753173,142755830,142756788,142760585,142763426,142764888,142765660,142766803,142768658,142771099,142772749,142774241,142777926,142778894,142780199,142782934,142800365,142801194,142803783,142809096,	0	GPR126	cmpl	cmpl	0,2,1,1,1,1,0,2,2,1,2,1,2,0,0,0,1,0,2,1,2,1,1,1,2,
209	NM_020455	chr6	+	142301918	142446266	142665159	142806212	26	142664748,142672373,142730398,142732999,142744780,142746589,142753087,142755777,142756725,142760442,142763314,142764823,142765449,142766631,142768517,142770979,142772703,142774134,142777798,142778625,142780102,142782650,142800263,142801041,142803737,142806166,	142665161,142672474,142730740,142733623,142744849,142746673,142753173,142755830,142756788,142760585,142763426,142764888,142765660,142766803,142768658,142771099,142772749,142774241,142777926,142778894,142780199,142782934,142800365,142801194,142803783,142809096,	0	GPR126	cmpl	cmpl	0,2,1,1,1,1,1,0,2,2,1,2,1,2,0,0,0,1,0,2,1,2,1,1,1,2,
209	NR_027311	chr6	-	142526454	142637836	143000666	143000666	3	142889284,142959129,143000542,	142891213,142959366,143000666,	0	LOC153910	unk	unk	-1,-1,-1,
209	NR_027312	chr6	-	142526454	142637889	143000719	143000719	3	142889284,142907636,143000542,	142891213,142907823,143000719,	0	LOC153910	unk	unk	-1,-1,-1,
209	NM_006734	chr6	-	142751466	142945201	143115936	143137568	10	143114296,143122601,143124293,143127628,143131211,143132381,143138976,143146350,143199764,143307928,	143116761,143123497,143124395,143127804,143131366,143137955,143139021,143146445,143199877,143308031,	0	HIVEP2	cmpl	cmpl	0,1,1,2,0,0,-1,-1,-1,-1,
26	NM_016108	chr6	+	143060885	143340304	143423755	143702506	6	143423715,143499664,143527911,143646939,143696111,143702468,	143423896,143499820,143528013,143647055,143696275,143703134,	0	AIG1	cmpl	cmpl	0,0,0,0,2,1,
210	NM_182503	chr6	-	143422831	143450704	143791292	143813488	6	143785661,143791441,143795334,143796660,143801419,143813392,	143791336,143791514,143795441,143796811,143801524,143813534,	0	ADAT2	cmpl	cmpl	1,0,1,0,0,0,
1682	NM_003630	chr6	+	143450780	143490612	143813872	143852056	12	143813610,143821914,143825745,143830951,143833790,143834212,143834386,143834989,143837615,143841905,143847981,143851972,	143813945,143822046,143825827,143830995,143833915,143834279,143834441,143835158,143837686,143842028,143848078,143853442,	0	PEX3	cmpl	cmpl	0,1,1,2,1,0,1,2,0,2,2,0,
1682	NM_032020	chr6	-	143495106	143511726	143858536	143874464	7	143857936,143860218,143864761,143865184,143866742,143870066,143874240,	143858677,143860327,143864952,143865395,143867082,143870254,143874556,	0	FUCA2	cmpl	cmpl	0,2,0,2,1,2,0,
1683	NR_027114	chr6	-	143554333	143562048	143924878	143924878	3	143917163,143920828,143923996,	143918060,143920961,143924878,	0	LOC285740	unk	unk	-1,-1,-1,
1683	NR_027113	chr6	-	143554329	143569339	143932169	143932169	3	143917159,143920828,143931689,	143918060,143920961,143932169,	0	LOC285740	unk	unk	-1,-1,-1,
210	NM_014721	chr6	+	143608179	143831185	143971139	144186519	13	143971009,144074845,144111814,144116583,144123230,144128090,144135087,144136888,144140157,144146048,144151602,144169886,144186503,	143971152,144075013,144111895,144116742,144123470,144128628,144135287,144137045,144140213,144146110,144151740,144169963,144194015,	0	PHACTR2	cmpl	cmpl	0,1,1,1,1,1,2,1,2,1,0,0,2,
