1243	NM_001350536	chr6	-	86271933	86360593	86272403	86360155	27	86271933,86273669,86274404,86280236,86280506,86280942,86284192,86284444,86292562,86294698,86296628,86300035,86303228,86305274,86308421,86309618,86310041,86313548,86313753,86313942,86314737,86316159,86324412,86338573,86338734,86340694,86360015,	86272442,86273726,86274496,86280332,86280671,86281066,86284312,86284485,86292674,86294799,86296712,86300237,86303361,86305301,86308480,86309743,86310197,86313663,86313834,86313987,86314813,86316316,86324497,86338652,86338811,86340815,86360593,	0	SNX14	cmpl	cmpl	0,0,1,1,1,0,0,1,0,1,1,0,2,2,0,1,1,0,0,0,2,1,0,2,0,2,0,
1243	NM_001350537	chr6	-	86271933	86360593	86272403	86360155	27	86271933,86273669,86274404,86280236,86280506,86280942,86284192,86284444,86292562,86294698,86296628,86300035,86303228,86305274,86308421,86309618,86310041,86313548,86313753,86313942,86314737,86316159,86324412,86338573,86338734,86340694,86360015,	86272442,86273726,86274496,86280332,86280671,86281066,86284312,86284485,86292674,86294799,86296712,86300237,86303361,86305301,86308480,86309743,86310197,86313663,86313834,86313987,86314813,86316316,86324497,86338652,86338808,86340815,86360593,	0	SNX14	cmpl	cmpl	0,0,1,1,1,0,0,1,0,1,1,0,2,2,0,1,1,0,0,0,2,1,0,2,0,2,0,
1243	NM_001350535	chr6	-	86271933	86360593	86272403	86360155	29	86271933,86273669,86274404,86280236,86280506,86280942,86284192,86284444,86292562,86294698,86296628,86300035,86303228,86305274,86308421,86309618,86310041,86313548,86313753,86313942,86314737,86316159,86324412,86331768,86333970,86338573,86338734,86340694,86360015,	86272442,86273693,86274496,86280332,86280671,86281066,86284312,86284485,86292674,86294799,86296712,86300237,86303361,86305301,86308480,86309743,86310197,86313663,86313834,86313987,86314813,86316316,86324497,86331856,86334014,86338652,86338808,86340815,86360593,	0	SNX14	cmpl	cmpl	0,0,1,1,1,0,0,1,0,1,1,0,2,2,0,1,1,0,0,0,2,1,0,2,0,2,0,2,0,
1243	NM_001350533	chr6	-	86271933	86360593	86272403	86360155	29	86271933,86273669,86274404,86280236,86280506,86280942,86284192,86284444,86292562,86294698,86296628,86300035,86303228,86305274,86308421,86309618,86310041,86313548,86313753,86313942,86314737,86316159,86324412,86331768,86333970,86338573,86338734,86340694,86360015,	86272442,86273726,86274496,86280332,86280671,86281066,86284312,86284485,86292674,86294799,86296712,86300237,86303361,86305301,86308480,86309743,86310197,86313663,86313834,86313987,86314813,86316316,86324497,86331856,86334014,86338652,86338808,86340815,86360593,	0	SNX14	cmpl	cmpl	0,0,1,1,1,0,0,1,0,1,1,0,2,2,0,1,1,0,0,0,2,1,0,2,0,2,0,2,0,
1243	NM_001350534	chr6	-	86271933	86360593	86272403	86360155	28	86271933,86273669,86274404,86280236,86280506,86280942,86284192,86284444,86292562,86294698,86296628,86300035,86303228,86308421,86309618,86310041,86313548,86313753,86313942,86314737,86316159,86324412,86331768,86333970,86338573,86338734,86340694,86360015,	86272442,86273726,86274496,86280332,86280671,86281066,86284312,86284485,86292674,86294799,86296712,86300237,86303361,86308480,86309743,86310197,86313663,86313834,86313987,86314813,86316316,86324497,86331856,86334014,86338652,86338808,86340815,86360593,	0	SNX14	cmpl	cmpl	0,0,1,1,1,0,0,1,0,1,1,0,2,0,1,1,0,0,0,2,1,0,2,0,2,0,2,0,
1774	NR_134597	chr6	+	155877669	155888844	155888844	155888844	3	155877669,155878073,155888463,	155877774,155878120,155888844,	0	LOC105378068	unk	unk	-1,-1,-1,
1731	NR_134598	chr6	+	150297341	150299148	150299148	150299148	2	150297341,150298296,	150297608,150299148,	0	LOC105378052	unk	unk	-1,-1,
1724	NR_134599	chr6	-	149390057	149395490	149395490	149395490	2	149390057,149395353,	149390609,149395490,	0	LOC105378047	unk	unk	-1,-1,
788	NR_134611	chr6	+	26677530	26682905	26682905	26682905	2	26677530,26680234,	26677743,26682905,	0	LOC105374988	unk	unk	-1,-1,
94	NR_134614	chr6	-	22751717	22826132	22826132	22826132	3	22751717,22775202,22825928,	22752226,22775247,22826132,	0	LOC105374972	unk	unk	-1,-1,-1,
826	NM_138282	chr6	-	31620206	31622604	31621163	31621924	3	31620206,31621864,31622387,	31621337,31621965,31622604,	0	ATP6V1G2	cmpl	cmpl	0,0,-1,
212	NM_001278067	chr6	+	146392026	146800427	146392346	146796802	8	146392026,146522176,146667439,146715078,146720354,146749718,146761597,146796735,	146393046,146522426,146667675,146715325,146720523,146749845,146762528,146800427,	0	GRM1	cmpl	cmpl	0,1,2,1,2,0,1,2,
212	NM_001278066	chr6	+	146392026	146800427	146392346	146789448	9	146392026,146522176,146667439,146715078,146720354,146749718,146761597,146789387,146796735,	146393046,146522426,146667675,146715325,146720523,146749845,146762528,146789472,146800427,	0	GRM1	cmpl	cmpl	0,1,2,1,2,0,1,2,-1,
212	NM_001278065	chr6	+	146390610	146800427	146392346	146789448	10	146390610,146392026,146522176,146667439,146715078,146720354,146749718,146761597,146789387,146796700,	146390657,146393046,146522426,146667675,146715325,146720523,146749845,146762528,146789472,146800427,	0	GRM1	cmpl	cmpl	-1,0,1,2,1,2,0,1,2,-1,
212	NM_001278064	chr6	+	146392026	146800427	146392346	146797625	8	146392026,146522176,146667439,146715078,146720354,146749718,146761597,146796700,	146393046,146522426,146667675,146715325,146720523,146749845,146762528,146800427,	0	GRM1	cmpl	cmpl	0,1,2,1,2,0,1,2,
153	NM_001256717	chr6	-	84319323	84475846	84322590	84445240	30	84319323,84322580,84326541,84327301,84341447,84342460,84346887,84348659,84357648,84359383,84359915,84360811,84367708,84368022,84372122,84374136,84377087,84383406,84389738,84407533,84423191,84425436,84427939,84428784,84431876,84445215,84452565,84456660,84474235,84475763,	84320723,84322683,84326646,84327385,84341559,84342491,84347037,84348794,84357732,84359455,84360179,84360919,84367876,84368037,84372241,84374246,84377115,84383477,84389780,84407640,84423303,84425530,84428042,84428860,84432019,84445341,84452661,84456874,84474395,84475846,	0	SNAP91	cmpl	cmpl	-1,0,0,0,2,1,1,1,1,1,1,1,1,1,2,0,2,0,0,1,0,2,1,0,1,0,-1,-1,-1,-1,
819	NM_001270710	chr6	-	30763802	30766885	30764501	30766730	2	30763802,30766597,	30764698,30766885,	0	NRM	cmpl	cmpl	1,0,
601	NM_001270710	chr6_cox_hap1	-	2104403	2107486	2105102	2107331	2	2104403,2107198,	2105299,2107486,	0	NRM	cmpl	cmpl	1,0,
599	NM_001270710	chr6_qbl_hap2	-	1902703	1905786	1903402	1905631	2	1902703,1905498,	1903599,1905786,	0	NRM	cmpl	cmpl	1,0,
819	NM_001270709	chr6	-	30763802	30766885	30764416	30766730	3	30763802,30765802,30766597,	30764698,30765999,30766885,	0	NRM	cmpl	cmpl	0,1,0,
601	NM_001270709	chr6_cox_hap1	-	2104403	2107486	2105017	2107331	3	2104403,2106403,2107198,	2105299,2106600,2107486,	0	NRM	cmpl	cmpl	0,1,0,
599	NM_001270709	chr6_qbl_hap2	-	1902703	1905786	1903317	1905631	3	1902703,1904703,1905498,	1903599,1904900,1905786,	0	NRM	cmpl	cmpl	0,1,0,
819	NM_001270708	chr6	-	30763802	30766885	30765796	30766730	3	30763802,30765780,30766597,	30764698,30765999,30766885,	0	NRM	cmpl	cmpl	-1,1,0,
601	NM_001270708	chr6_cox_hap1	-	2104403	2107486	2106397	2107331	3	2104403,2106381,2107198,	2105299,2106600,2107486,	0	NRM	cmpl	cmpl	-1,1,0,
599	NM_001270708	chr6_qbl_hap2	-	1902703	1905786	1904697	1905631	3	1902703,1904681,1905498,	1903599,1904900,1905786,	0	NRM	cmpl	cmpl	-1,1,0,
819	NM_001270707	chr6	-	30763802	30766885	30764416	30766730	4	30763802,30765031,30765802,30766597,	30764698,30765226,30765999,30766885,	0	NRM	cmpl	cmpl	0,0,1,0,
601	NM_001270707	chr6_cox_hap1	-	2104403	2107486	2105017	2107331	4	2104403,2105632,2106403,2107198,	2105299,2105827,2106600,2107486,	0	NRM	cmpl	cmpl	0,0,1,0,
599	NM_001270707	chr6_qbl_hap2	-	1902703	1905786	1903317	1905631	4	1902703,1903932,1904703,1905498,	1903599,1904127,1904900,1905786,	0	NRM	cmpl	cmpl	0,0,1,0,
1243	NM_001350540	chr6	-	86271933	86360593	86272403	86360155	28	86271933,86273669,86274404,86280236,86280942,86284192,86284444,86292562,86294698,86296628,86300035,86303228,86305274,86308421,86309618,86310041,86313548,86313753,86313942,86314737,86316159,86324412,86331768,86333970,86338573,86338734,86340694,86360015,	86272442,86273726,86274496,86280332,86281066,86284312,86284485,86292674,86294799,86296712,86300237,86303361,86305301,86308480,86309743,86310197,86313663,86313834,86313987,86314813,86316316,86324497,86331856,86334014,86338652,86338811,86340815,86360593,	0	SNX14	cmpl	cmpl	0,0,1,1,0,0,1,0,1,1,0,2,2,0,1,1,0,0,0,2,1,0,2,0,2,0,2,0,
858	NM_182548	chr6	+	35881048	35899830	35881425	35895202	4	35881048,35890300,35895191,35898736,	35881837,35890537,35895218,35899830,	0	LHFPL5	cmpl	cmpl	0,1,1,-1,
923	NM_182539	chr6	-	44355874	44373436	44355895	44363540	5	44355874,44357824,44361678,44363263,44373373,	44356105,44358274,44362247,44363633,44373436,	0	TCTE1	cmpl	cmpl	0,0,1,0,-1,
1856	NR_073093	chr6	-	166698397	166716491	166716491	166716491	5	166698397,166699451,166700272,166702210,166716283,	166698931,166699584,166700369,166702443,166716491,	0	MPC1	unk	unk	-1,-1,-1,-1,-1,
73	NR_073064	chr6	-	430137	638141	638141	638141	30	430137,433978,436124,442366,444644,477468,494174,498853,500226,500953,501483,507783,509032,509544,509863,517519,521756,537468,543020,543859,544079,555097,562710,564429,574834,577940,582700,602162,634138,638018,	431764,434038,436186,442489,444700,477610,494291,498920,500288,501013,501564,507845,509154,509702,509929,517644,521882,537587,543123,543941,544225,555178,562835,564543,574961,578117,582861,602250,634212,638141,	0	EXOC2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1819	NR_134593	chr6	+	161811998	161825067	161825067	161825067	4	161811998,161820495,161824320,161824729,	161812041,161820706,161824433,161825067,	0	LOC105378098	unk	unk	-1,-1,-1,-1,
76	NM_001242823	chr6_cox_hap1	+	3396096	3410353	3396147	3410212	41	3396096,3396344,3396757,3397168,3397317,3397624,3397877,3398112,3398315,3398864,3399079,3399404,3399719,3400058,3400468,3400762,3401097,3401386,3401588,3401917,3402170,3402624,3402777,3403002,3403391,3403627,3403879,3404101,3404500,3404815,3405376,3406485,3406676,3406977,3407158,3408724,3408992,3409167,3409448,3409794,3410070,	3396212,3396543,3396959,3397239,3397406,3397707,3397974,3398218,3398448,3398980,3399259,3399587,3399905,3400217,3400595,3400837,3401295,3401498,3401659,3402057,3402380,3402676,3402867,3403212,3403467,3403784,3403996,3404273,3404733,3404983,3405436,3406579,3406863,3407068,3407233,3408827,3409082,3409266,3409532,3409927,3410353,	0	C4B_2	cmpl	cmpl	0,2,0,1,0,2,1,2,0,1,0,0,0,0,0,1,1,1,2,1,0,0,1,1,1,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,2,
922	NM_001318770	chr6	-	44189168	44201982	44189557	44201808	3	44189168,44192255,44201667,	44189924,44192344,44201982,	0	MRPL14	cmpl	cmpl	2,0,0,
922	NM_001318769	chr6	-	44189168	44202389	44189557	44202362	3	44189168,44192255,44202347,	44189924,44192344,44202389,	0	MRPL14	cmpl	cmpl	2,0,0,
922	NM_001318771	chr6	-	44189168	44203206	44189557	44189893	2	44189168,44203058,	44189924,44203206,	0	MRPL14	cmpl	cmpl	0,-1,
77	NM_001318782	chr6	-	5081406	5206182	5083966	5205965	4	5081406,5083940,5161849,5205879,	5082099,5083972,5161970,5206182,	0	LYRM4	cmpl	cmpl	-1,0,2,0,
77	NM_001318783	chr6	-	5013559	5206182	5013758	5205965	3	5013559,5161849,5205879,	5013899,5161970,5206182,	0	LYRM4	cmpl	cmpl	0,2,0,
157	NM_001318785	chr6	-	88280371	88356469	88280849	88312062	19	88280371,88281393,88283242,88284605,88285066,88285260,88286019,88286616,88287900,88290993,88295978,88297220,88308354,88312052,88321844,88329138,88330566,88335953,88356137,	88280936,88281457,88283317,88284701,88285176,88285328,88286144,88286693,88287961,88291089,88296085,88297379,88308431,88312136,88321942,88329222,88330669,88336027,88356469,	0	RARS2	cmpl	cmpl	0,2,2,2,0,1,2,0,2,2,0,0,1,0,-1,-1,-1,-1,-1,
922	NM_001318792	chr6	+	44202628	44231234	44210299	44230598	24	44202628,44210275,44210731,44211042,44212063,44214194,44215181,44215422,44215966,44216742,44222561,44223091,44223966,44224227,44224506,44225573,44225938,44226278,44227560,44228307,44229390,44229787,44230079,44230406,	44202787,44210458,44210811,44211081,44212154,44214232,44215324,44215474,44216075,44216813,44222642,44223215,44224100,44224365,44224660,44225680,44226025,44226344,44227723,44228413,44229558,44229903,44230160,44231234,	0	TMEM63B	cmpl	cmpl	-1,0,0,2,2,0,2,1,2,0,2,2,0,2,2,0,2,2,2,0,1,1,0,0,
77	NM_080679	chr6_qbl_hap2	-	4316638	4346414	4317624	4346186	63	4316638,4318213,4318798,4319495,4319877,4320117,4320459,4320666,4321016,4321210,4321372,4321745,4322465,4322652,4322902,4323330,4323778,4323994,4324273,4324504,4324757,4325060,4325217,4325413,4325659,4325996,4326235,4326476,4327006,4327294,4327448,4327647,4327819,4327957,4328111,4328473,4329520,4329962,4330205,4330379,4330667,4330938,4331127,4331358,4331608,4332078,4332254,4332381,4332625,4332866,4333019,4333177,4333377,4333665,4334204,4334614,4334910,4335057,4340572,4342307,4342923,4343265,4346104,	4317765,4318420,4318911,4319763,4319931,4320153,4320513,4320774,4321070,4321264,4321480,4321799,4322519,4322706,4322956,4323438,4323832,4324048,4324327,4324558,4324865,4325114,4325271,4325521,4325767,4326050,4326325,4326584,4327060,4327348,4327502,4327692,4327873,4328002,4328165,4328527,4329628,4330016,4330250,4330433,4330712,4330992,4331172,4331412,4331653,4332132,4332299,4332435,4332679,4332920,4333073,4333231,4333434,4333752,4334279,4334677,4334952,4335117,4340764,4342470,4343134,4343415,4346414,	0	COL11A2	cmpl	cmpl	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,
607	NM_001353334	chr6_qbl_hap2	+	2922228	2933194	2922266	2933161	6	2922228,2922817,2923230,2925386,2930864,2932937,	2922318,2923147,2923494,2925542,2930987,2933194,	0	LY6G6F-LY6G6D	cmpl	cmpl	0,1,1,1,1,1,
1020	NM_001286276	chr6	+	57019503	57027996	57025457	57027620	4	57019503,57020069,57023530,57025442,	57019678,57020153,57023611,57027996,	0	KIAA1586	cmpl	cmpl	-1,-1,-1,0,
1020	NM_001286275	chr6	+	57019288	57027996	57025457	57027620	4	57019288,57020091,57023530,57025442,	57019533,57020153,57023611,57027996,	0	KIAA1586	cmpl	cmpl	-1,-1,-1,0,
1020	NM_001286274	chr6	+	57019288	57027996	57019512	57027620	3	57019288,57020069,57025442,	57019533,57020153,57027996,	0	KIAA1586	cmpl	cmpl	0,0,0,
885	NM_001135105	chr6	-	39390451	39398308	39390877	39398294	5	39390451,39392535,39393539,39394772,39398081,	39391185,39392701,39393706,39394887,39398308,	0	KCNK16	cmpl	cmpl	1,0,1,0,0,
826	NM_130463	chr6	-	31620206	31622604	31621163	31622315	3	31620206,31621864,31622233,	31621337,31621965,31622604,	0	ATP6V1G2	cmpl	cmpl	0,1,0,
607	NM_130463	chr6_cox_hap1	-	2958393	2960787	2959350	2960498	3	2958393,2960051,2960416,	2959524,2960152,2960787,	0	ATP6V1G2	cmpl	cmpl	0,1,0,
606	NM_130463	chr6_qbl_hap2	-	2759849	2762243	2760806	2761954	3	2759849,2761507,2761872,	2760980,2761608,2762243,	0	ATP6V1G2	cmpl	cmpl	0,1,0,
224	NR_073096	chr6	-	158455490	158509300	158509300	158509300	13	158455490,158457204,158460048,158461444,158469127,158484075,158485318,158487801,158489884,158491472,158496334,158499292,158509159,	158455991,158457302,158460190,158461595,158469290,158484204,158485440,158487933,158489974,158491609,158496371,158499384,158509300,	0	SERAC1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
602	NR_003948	chr6_qbl_hap2	+	2271324	2277384	2277384	2277384	4	2271324,2271974,2273391,2276913,	2271406,2272391,2274418,2277384,	0	HCG22	unk	unk	-1,-1,-1,-1,
193	NM_001350581	chr6	+	126349268	126402113	126358856	126401675	13	126349268,126356595,126358805,126360891,126361061,126361388,126362295,126371230,126374091,126375609,126375808,126383998,126401543,	126349612,126356661,126358879,126360973,126361154,126361523,126362452,126371311,126374256,126375691,126375940,126384119,126402113,	0	TRMT11	cmpl	cmpl	-1,-1,0,2,0,0,0,1,1,1,2,2,0,
173	NM_001350560	chr6	-	105282660	105414487	105284229	105351255	22	105282660,105284870,105298727,105299079,105304908,105325760,105326492,105331308,105331580,105331773,105338653,105338984,105339552,105346071,105350146,105351222,105351496,105365878,105403709,105405474,105406884,105414134,	105284332,105284984,105298798,105299178,105305040,105325957,105326642,105331396,105331678,105331885,105338741,105339053,105339887,105346222,105350253,105351324,105351593,105365961,105403814,105405564,105406939,105414487,	0	HACE1	cmpl	cmpl	2,2,0,0,0,1,1,0,1,0,2,2,0,2,0,0,-1,-1,-1,-1,-1,-1,
1195	NM_138730	chr6	-	79967680	80001174	79968148	80000996	6	79967680,79968752,79970015,79974982,79981407,80000981,	79968162,79968825,79970066,79975012,79981458,80001174,	0	HMGN3	cmpl	cmpl	1,0,0,0,0,0,
1281	NM_145331	chr6	-	91280012	91353741	91282940	91353323	17	91280012,91284886,91285697,91290117,91302776,91310991,91313697,91314486,91316907,91318488,91319897,91322939,91326515,91328061,91334997,91338136,91353203,	91283121,91285002,91285759,91290223,91302841,91311072,91313827,91314617,91316989,91318619,91320026,91323064,91326654,91328107,91335063,91338247,91353741,	0	MAP3K7	cmpl	cmpl	2,0,1,0,1,1,0,1,0,1,1,2,1,0,0,0,0,
671	NM_001271033	chr6	-	11291516	11340901	11293380	11340734	6	11291516,11296436,11298182,11300563,11301809,11340722,	11293890,11296526,11299424,11300665,11301911,11340901,	0	NEDD9	cmpl	cmpl	0,0,0,0,0,0,
693	NM_001251901	chr6	+	14225465	14245127	14239753	14243446	5	14225465,14226159,14239729,14241858,14243317,	14225509,14226275,14239958,14241965,14245127,	0	CD83	cmpl	cmpl	-1,-1,0,1,0,
143	NM_001251874	chr6	-	74007758	74076659	74007972	74076158	5	74007758,74008498,74008849,74058441,74075995,	74008172,74008681,74008974,74058484,74076659,	0	KHDC1	cmpl	cmpl	1,1,2,1,0,
618	NM_001289175	chr6_qbl_hap2	-	4404214	4425925	4404783	4423159	20	4404214,4405460,4405802,4417456,4417744,4417980,4418346,4418754,4420529,4421160,4421654,4421837,4422080,4422471,4422986,4423462,4423716,4423971,4424171,4425864,	4404930,4405579,4405914,4417522,4417852,4418076,4418470,4418873,4420685,4421294,4421712,4421970,4422181,4422622,4423162,4423530,4423792,4424024,4424256,4425925,	0	VPS52	cmpl	cmpl	0,1,0,0,0,0,2,0,0,1,0,2,0,2,0,-1,-1,-1,-1,-1,
853	NM_001261820	chr6	-	35193825	35217165	35194023	35211908	11	35193825,35194982,35195913,35196183,35196663,35197871,35204816,35211861,35215774,35216501,35216959,	35194256,35195146,35196095,35196401,35196800,35198092,35204937,35211973,35215980,35216639,35217165,	0	TCP11	cmpl	cmpl	1,2,0,1,2,0,2,0,-1,-1,-1,
853	NM_001261818	chr6	-	35193825	35217165	35194023	35216984	9	35193825,35194982,35195913,35196183,35196663,35197871,35204816,35211861,35216959,	35194256,35195146,35196095,35196401,35196800,35198092,35204937,35211973,35217165,	0	TCP11	cmpl	cmpl	1,2,0,1,2,0,2,1,0,
179	NM_018593	chr6	+	111515473	111651299	111515648	111650131	6	111515473,111600590,111605107,111634487,111646709,111649898,	111515991,111600735,111605561,111634631,111646938,111651299,	0	SLC16A10	cmpl	cmpl	0,1,2,0,0,1,
176	NR_136553	chr6	+	108722770	108953680	108953680	108953680	9	108722770,108784586,108794129,108875109,108904760,108905087,108938107,108947592,108950192,	108723115,108784717,108794229,108875192,108904831,108905188,108938248,108947706,108953680,	0	AFG1L	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
1875	NR_134622	chr6	-	169176190	169177663	169177663	169177663	2	169176190,169177592,	169177080,169177663,	0	LOC101929460	unk	unk	-1,-1,
850	NR_134625	chr6	+	34771908	34773226	34773226	34773226	2	34771908,34772913,	34772477,34773226,	0	LOC101929243	unk	unk	-1,-1,
850	NR_134626	chr6	+	34772699	34773226	34773226	34773226	2	34772699,34772913,	34772752,34773226,	0	LOC101929243	unk	unk	-1,-1,
12	NR_134630	chr6	+	29299728	29366196	29366196	29366196	2	29299728,29365881,	29299807,29366196,	0	LOC101929006	unk	unk	-1,-1,
73	NR_134630	chr6_cox_hap1	+	647151	713642	713642	713642	2	647151,713327,	647230,713642,	0	LOC101929006	unk	unk	-1,-1,
720	NR_134618	chr6	+	17815252	17819237	17819237	17819237	3	17815252,17815603,17818998,	17815338,17815836,17819237,	0	LOC105374952	unk	unk	-1,-1,-1,
1836	NR_134620	chr6	-	164005387	164012506	164012506	164012506	2	164005387,164012342,	164005679,164012506,	0	LOC102724152	unk	unk	-1,-1,
1875	NR_134619	chr6	+	169209805	169211444	169211444	169211444	2	169209805,169211208,	169210002,169211444,	0	LOC102724357	unk	unk	-1,-1,
193	NM_001350583	chr6	+	126349268	126402113	126358856	126401675	13	126349268,126356631,126358805,126360891,126361061,126361388,126362295,126371230,126374091,126375609,126375808,126383998,126401543,	126349612,126356661,126358879,126360973,126361154,126361523,126362452,126371311,126374256,126375691,126375940,126384119,126402113,	0	TRMT11	cmpl	cmpl	-1,-1,0,2,0,0,0,1,1,1,2,2,0,
16	NR_146872	chr6	-	62447823	63054091	63054091	63054091	10	62447823,62465058,62475193,62500545,62662498,62669107,62745929,62815741,62945048,63053721,	62448924,62465117,62475267,62500628,62662697,62669235,62746076,62815858,62945176,63054091,	0	KHDRBS2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
606	NR_073112	chr6	-	2777564	2787282	2787282	2787282	7	2777564,2781088,2781340,2783114,2783781,2785651,2787044,	2779245,2781252,2781483,2783232,2783919,2785827,2787282,	0	SERPINB1	unk	unk	-1,-1,-1,-1,-1,-1,-1,
28	NM_152410	chr6	+	163068153	163656514	163069257	163656009	7	163068153,163069181,163155168,163403171,163430280,163653800,163655848,	163068301,163069413,163155303,163403343,163430430,163653917,163656514,	0	PACRG	cmpl	cmpl	-1,0,0,0,1,1,1,
106	NM_022758	chr6	-	34663034	34772605	34666319	34772358	4	34663034,34682309,34730379,34772200,	34666355,34682659,34730534,34772605,	0	C6orf106	cmpl	cmpl	0,1,2,0,
1627	NM_138419	chr6	-	136593860	136613166	136594105	136611930	8	136593860,136596155,136602296,136604274,136605691,136607595,136611867,136613094,	136594219,136596330,136602651,136604507,136605804,136607700,136611984,136613166,	0	MTFR2	cmpl	cmpl	0,2,1,2,0,0,0,-1,
1401	NR_134603	chr6	-	107006063	107011816	107011816	107011816	2	107006063,107011721,	107006383,107011816,	0	LOC105377924	unk	unk	-1,-1,
865	NM_000389	chr6	+	36754433	36763095	36759856	36761555	3	36754433,36759851,36761505,	36754553,36760301,36763095,	0	CDKN1A	cmpl	cmpl	-1,0,1,
1457	NR_073443	chr6	-	114364012	114398581	114398581	114398581	14	114364012,114369564,114371207,114372136,114373218,114373864,114376835,114377024,114381133,114383869,114384475,114386505,114387762,114398336,	114368945,114369622,114371363,114372267,114373327,114374005,114376944,114377117,114381275,114384008,114384550,114386623,114387875,114398581,	0	HDAC2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
14	NM_181356	chr6	-	44902444	45453766	44905530	45398631	13	44902444,45008367,45029024,45030209,45037467,45079367,45090515,45096260,45181636,45397510,45398593,45440915,45453482,	44905572,45008478,45029132,45030322,45037543,45079507,45090606,45096347,45181721,45397606,45398682,45441016,45453766,	0	SUPT3H	cmpl	cmpl	0,0,0,1,0,1,0,0,2,2,0,-1,-1,
913	NR_134881	chr6	+	43003717	43015003	43015003	43015003	8	43003717,43005562,43010190,43011127,43011289,43013432,43013805,43014283,	43005437,43005627,43010314,43011189,43011386,43013555,43013923,43015003,	0	CNPY3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
3	NR_138139	chr6	+	150962693	151027368	151027368	151027368	5	150962693,151000908,151013556,151025263,151025572,	150962846,151000954,151013615,151025387,151027368,	0	PLEKHG1	unk	unk	-1,-1,-1,-1,-1,
3	NR_138137	chr6	+	150962693	151027368	151027368	151027368	4	150962693,151013556,151025263,151025572,	150962846,151013615,151025387,151027368,	0	PLEKHG1	unk	unk	-1,-1,-1,-1,
1654	NR_138542	chr6	+	140217679	140223301	140223301	140223301	3	140217679,140219593,140222114,	140217781,140219649,140223301,	0	FILNC1	unk	unk	-1,-1,-1,
1654	NR_138541	chr6	+	140217679	140223301	140223301	140223301	3	140217679,140219593,140222114,	140217807,140219649,140223301,	0	FILNC1	unk	unk	-1,-1,-1,
784	NR_144383	chr6	-	26194496	26199241	26199241	26199241	2	26194496,26198929,	26196369,26199241,	0	LOC108783645	unk	unk	-1,-1,
917	NM_001363658	chr6	+	43592739	43638119	43592825	43626684	10	43592739,43593021,43595048,43595421,43595781,43595990,43596340,43596647,43626682,43637114,	43592894,43593093,43595156,43595554,43595901,43596143,43596490,43596764,43626726,43638119,	0	POLR1C	cmpl	cmpl	0,0,0,0,1,1,1,1,1,-1,
229	NM_206854	chr6	+	163755664	163919618	163756215	163905732	7	163755664,163796300,163819801,163876003,163903003,163904441,163905688,	163756357,163796443,163819918,163876147,163903091,163904741,163919618,	0	QKI	cmpl	cmpl	0,1,0,0,0,1,1,
229	NM_206853	chr6	+	163755664	163919618	163756215	163906993	7	163755664,163796300,163819801,163876003,163903003,163904441,163906967,	163756357,163796443,163819918,163876147,163903091,163904741,163919618,	0	QKI	cmpl	cmpl	0,1,0,0,0,1,1,
75	NM_080598	chr6_qbl_hap2	-	2745623	2757874	2745838	2755932	11	2745623,2746182,2746456,2746699,2748183,2750770,2751903,2754164,2754548,2755721,2757348,	2745855,2746330,2746601,2746809,2748315,2750889,2752087,2754257,2754676,2755934,2757874,	0	DDX39B	cmpl	cmpl	1,0,2,0,0,1,0,0,1,0,-1,
1012	NM_001318754	chr6	-	56029346	56064418	56030413	56047026	14	56029346,56031921,56032774,56033497,56033647,56034405,56037334,56040051,56041802,56043501,56046988,56048235,56050285,56064253,	56030601,56031999,56032975,56033552,56033792,56034438,56037379,56040087,56041874,56043555,56047042,56048289,56050330,56064418,	0	COL21A1	cmpl	cmpl	1,1,1,0,2,2,2,2,2,2,0,-1,-1,-1,
667	NR_148870	chr6	-	10779636	10802828	10802828	10802828	4	10779636,10791405,10795698,10802712,	10779817,10791451,10795780,10802828,	0	C6orf52	unk	unk	-1,-1,-1,-1,
74	NR_145416	chr6_cox_hap1	-	1428096	1477579	1477579	1477579	8	1428096,1429519,1437682,1451255,1452263,1474504,1477130,1477468,	1429500,1429574,1437777,1451458,1452331,1474580,1477385,1477579,	0	ZNRD1ASP	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
